SubAgency,Description,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,State,VehicleType,Year,Make,Model,Color,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Speeding,Violation Type
"4th District, Wheaton",EXCEEDING MAXIMUM SPEED: 55 MPH IN A POSTED 40 MPH ZONE,39.04009,-77.042978,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUN,2S,ORANGE,Transportation Article,False,HISPANIC,F,BOWIE,MD,MD,E - Marked Stationary Radar,Measured,Citation
Headquarters and Special Operations,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.125437,-77.174833,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,VOLK,CN,BLACK,Transportation Article,False,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,39.130437,-77.187535,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2009.0,FORD,CROWN VIC. TAXI,"BLUE, LIGHT",Transportation Article,False,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,38.968837,-77.088772,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,JEEP,GRAND CHEROKEE,WHITE,Transportation Article,False,BLACK,F,RANDALLSTOWN,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",39.117847,-77.261608,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,HYUNDAI,2S,BLACK,Transportation Article,False,OTHER,M,GAITHERSBURG,MD,MD,R - Unmarked Laser,No,Citation
"1st District, Rockville",STOP LIGHTS (*),39.076148,-77.137863,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,SUBARU,OUTBACK,"BLUE, DARK",Transportation Article,False,WHITE,F,TAKOMA PARK,MD,MD,A - Marked Patrol,No,Repair Order
"1st District, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.08457,-77.135797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,HIGHLANDER,BLACK,Transportation Article,False,OTHER,F,ROCKVILLE,MD,FL,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.048185,-76.99319,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013.0,NISSAN,XTERRA,GRAY,Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,39.184218,-77.103432,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2010.0,HYUNDAI,SANTA FE,SILVER,Transportation Article,False,BLACK,F,COLUMBIA,MD,MD,Q - Marked Laser,Yes,Warning
"4th District, Wheaton",EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE,39.22603,-77.066972,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HOND,TK,SILVER,Transportation Article,False,WHITE,F,BALTIMORE,MD,MD,O - Foot Patrol,Measured,Citation
Headquarters and Special Operations,DRIVER CONSUMING ALCOHOLIC BEVERAGE IN PASSENGER AREA OF MOTOR VEHICLE ON HIGHWAY,39.024255,-77.108177,No,No,No,No,No,No,No,Yes,No,Yes,MD,02 - Automobile,1993.0,HOND,CIVIC,WHITE,Transportation Article,False,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Citation
Headquarters and Special Operations,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,39.006368,-76.997882,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,DODGE,CARAVAN,SILVER,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,No,Warning
"2nd District, Bethesda",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,39.006938,-77.079109,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,HOND,ACCORD,SILVER,Transportation Article,False,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,38.994949,-77.026917,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,NISSAN,VERSA,GRAY,Transportation Article,False,WHITE,F,SILVER SPRING,MD,MD,L - Motorcycle,No,Warning
"5th District, Germantown",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.20906,-77.24478,No,No,Yes,No,No,No,No,No,No,No,MD,01 - Motorcycle,2021.0,SSR MOTORSPORT,DIRT BIKE,RED,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.982072,-77.099633,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,FORD,4S,BLACK,Transportation Article,False,WHITE,F,POTOMAC,MD,MD,B - Unmarked Patrol,No,Warning
"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.012948,-77.04347,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,RANGE ROVER,SPORT HSE,SILVER,Transportation Article,False,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.155073,-77.095,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002.0,DODGE,4X4,"BLUE, DARK",Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,39.108562,-76.931078,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,ACCORD,GOLD,Transportation Article,False,BLACK,M,BELTSVILLE,MD,MD,B - Unmarked Patrol,No,Warning
"1st District, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,39.096493,-77.134983,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1996.0,HONDA,4D,GRAY,Transportation Article,False,OTHER,F,GAINESVILLE,VA,VA,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.171082,-77.277808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,CIVIC,GRAY,Transportation Article,False,HISPANIC,F,GERMANTOWN,MD,MD,Q - Marked Laser,Yes,Warning
"2nd District, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.041748,-77.11012,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,CHEV,IMPALA,SILVER,Transportation Article,False,BLACK,M,CLINTON,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",STOP LIGHTS (*),39.09615,-77.000548,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,CIVIC,RED,Transportation Article,False,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"3rd District, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,39.045508,-76.990917,No,No,No,No,No,No,No,Yes,No,No,MD,02 - Automobile,2001.0,ISUZU,TRUCK,BLACK,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,39.142908,-77.272488,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,LEXU,LS430,BLACK,Transportation Article,False,WHITE,M,ELLICOTT CITY,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.980285,-77.090563,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2003.0,LEXU,GX470,BLACK,Transportation Article,False,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",FAILURE OF MV OPER TO PRESENT EVIDENCE OF REQUIRED SECURITY ON REQUEST OF A LAW ENFORCEMENT OFFICER,39.073852,-77.135098,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,HOND,CRV SUV,BLACK,Transportation Article,False,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,39.186873,-77.256945,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2014.0,FORD,TK,BLACK,Transportation Article,False,WHITE,F,ANNAPOLIS,MD,MD,B - Unmarked Patrol,Yes,Warning
"1st District, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,39.098512,-77.178253,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,ALTIMA,WHITE,Transportation Article,False,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Yes,Citation
"5th District, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,39.058488,-77.15518,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,BMW,M3,BLACK,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,No,Warning
"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,39.04987,-77.075348,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HONDA,ODYSSEY,GREEN,Transportation Article,False,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",WINDOW TINT,39.00997,-77.097672,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004.0,GMC,TK,BLACK,Transportation Article,False,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol,No,Repair Order
"2nd District, Bethesda","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",39.177488,-77.275212,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,FORD,FIESTO,SILVER,Transportation Article,False,BLACK,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.041078,-77.109825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,TOYT,COROLLA,BLACK,Transportation Article,False,HISPANIC,M,ADELPHI,MD,MD,G - Marked Moving Radar (Stationary),No,Warning
"4th District, Wheaton",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,39.058442,-77.048063,No,No,No,No,No,No,No,Yes,Yes,Yes,MD,02 - Automobile,2003.0,TOYT,COROLLA,BLACK,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS, COVERS",39.092097,-77.20619,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,HONDA,ACCORD,GRAY,Transportation Article,False,OTHER,M,ROCKVILLE,MD,MD,Q - Marked Laser,No,Warning
Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.134013,-77.247618,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,MERZ,E550 2S,WHITE,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",39.072522,-77.11036,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,DODG,4S CHARGER,GRAY,Transportation Article,False,HISPANIC,M,GERMANTOWN,MD,MD,S - License Plate Recognition,No,Citation
"2nd District, Bethesda",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,39.0234,-77.162492,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,FORD,ESCAPE,BLACK,Transportation Article,True,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",FAILURE OF MV OPER TO PRESENT EVIDENCE OF REQUIRED SECURITY ON REQUEST OF A LAW ENFORCEMENT OFFICER,39.09053,-77.047049,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,PONTIAC,GRAND AM,BLACK,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 35 MPH ZONE,39.1026,-77.090793,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,COROLLA,GRAY,Transportation Article,False,HISPANIC,M,ROCKVILLE,MD,MD,G - Marked Moving Radar (Stationary),Measured,Citation
"4th District, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,39.042387,-77.053315,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,NISSAN,ROGUE TK,BLACK,Transportation Article,False,WHITE,F,SILVER SPRING,MD,VA,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,39.062425,-77.073452,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYT,4S,ORANGE,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,39.060333,-77.111463,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,HONDA,ACCORD,GRAY,Transportation Article,False,WHITE,F,ROCKVILLE,MD,MD,Q - Marked Laser,No,Warning
"1st District, Rockville",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,39.075118,-77.116343,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,DODGE,VN,WHITE,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,39.076603,-77.138607,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,SCION,2H,RED,Transportation Article,False,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",39.058178,-77.048198,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,4S,RED,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.,39.14636,-77.067322,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,VW,JETTA,GREEN,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 50 MPH IN A POSTED 35 MPH ZONE,39.03783,-77.050438,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,ACURA,2D,BLACK,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Measured,Citation
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,CHEVY,CAMERO,RED,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 39 MPH IN A POSTED 30 MPH ZONE,39.13942,-77.068448,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,MERCEDES,E55,GRAY,Transportation Article,False,WHITE,M,OLNEY,MD,MD,Q - Marked Laser,Measured,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.155422,-77.208133,No,No,No,No,No,No,No,No,No,No,MD,19 - Moped,2017.0,BOOM,BD50QT-26A,WHITE,Transportation Article,False,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.07557,-77.000219,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2019.0,NISS,ALTIM,WHITE,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,No,Warning
"4th District, Wheaton",POSSESSING SUSPENDED LIC.,39.08436,-77.078132,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,LAND ROVER,RANGE ROVER,GRAY,Transportation Article,False,BLACK,M,FINKSBURG,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,39.159995,-77.216717,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,TOY,CAMRY,SILVER,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.066433,-77.032733,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,TOYOTA,AVALON,GRAY,Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 35 MPH ZONE,39.026723,-77.046973,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,MAZDA,SUV,BLACK,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,Q - Marked Laser,Measured,Citation
"1st District, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,39.104762,-77.157357,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,FORD,FOCUS,SILVER,Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.100453,-76.935397,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2011.0,INFINITY,G37S,WHITE,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,No,Citation
"4th District, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.081807,-77.076787,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,MITSUBISHI,GALANT 4S,GRAY,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.006125,-76.984587,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2007.0,TOYOTA,TACOMA,WHITE,Transportation Article,False,WHITE,M,ADELPHI,MD,XX,A - Marked Patrol,No,Citation
"4th District, Wheaton",Headlights,39.037939,-77.050892,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CADILLAC,CHESAPEAKE,BLACK,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Repair Order
"2nd District, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 92 MPH IN A POSTED 55 MPH ZONE,39.11957,-77.196808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,HOND,2S,RED,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Measured,Citation
"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.15323,-77.210933,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,MERCEDES,4DR,RED,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FOLLOWING VEH. TOO CLOSELY,39.100629,-77.046596,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2022.0,CHEV,IMPALA,WHITE,Transportation Article,False,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.106238,-77.219303,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,FORD,4S,"GREEN, LGT",Transportation Article,False,WHITE,F,ELLICOT CITY,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,38.978853,-77.131335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,ACUR,TK,BLACK,Transportation Article,False,OTHER,F,BETHESDA,MD,MD,Q - Marked Laser,Yes,Warning
"5th District, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,39.201532,-77.254535,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2014.0,JEEP,WRANGLER,BEIGE,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,39.082628,-77.079432,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,HONDA,CRV,GREEN,Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,39.06942,-77.162075,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,COROLLA,TAN,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.207018,-77.273204,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,PONT,4S,SILVER,Transportation Article,False,WHITE,F,NEW MARKET,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH.,39.04031,-77.054987,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,2008.503757,NONE,NONE,BLACK,Transportation Article,False,WHITE,F,BELTSVILLE,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.032747,-77.140808,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2003.0,CHEVROLET,SUBURBAN,"GREEN, DK",Transportation Article,False,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.171697,-77.277272,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HONDA,FIT,SILVER,Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Yes,Warning
"2nd District, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.044722,-77.110925,No,No,No,No,No,No,No,No,No,No,AL,02 - Automobile,2007.0,HONDA,CIVIC,BLUE,Transportation Article,False,ASIAN,M,MOBILE,AL,AL,A - Marked Patrol,No,Warning
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,39.208465,-77.169757,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,TOYT,SD,GRAY,Transportation Article,False,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Yes,Warning
"2nd District, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.012082,-77.097888,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,NISSAN,ALTIMA,BLUE,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,39.112815,-77.07557,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,MAZDA,3,GRAY,Transportation Article,False,WHITE,F,SYKESVILLE,MD,MD,Q - Marked Laser,Yes,Warning
"1st District, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,39.079597,-77.144878,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,HOND,2S,GREEN,Transportation Article,False,WHITE,F,LONGMONT,CO,CO,A - Marked Patrol,No,Citation
"1st District, Rockville","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.06483,-77.12666,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,ACURA,4S,GRAY,Transportation Article,False,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",RT. TURN FROM IMPROPER ROAD POSITION,39.058547,-77.049467,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018.0,FORD,FOCUS,BLACK,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,39.114687,-77.16498,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,TOYOTA,4RUNNER,WHITE,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
