SubAgency,Description,Latitude,Longitude,Accident,Belts,"Personal Injury","Property Damage",Fatal,"Commercial License","Commercial Vehicle",Alcohol,"Work Zone","Search Conducted",State,VehicleType,Year,Make,Model,Color,Article,"Contributed To Accident",Race,Gender,"Driver City","Driver State","DL State","Arrest Type","Violation Type"
"4th District, Wheaton","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.054195,-77.103218,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2014,TOYOTA,CAMRY,GRAY,"Transportation Article",False,ASIAN,M,SPRINGFIELD,VA,VA,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 61 MPH IN A POSTED 40 MPH ZONE",39.136197,-77.223028,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,"SCION TC",BLACK,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Citation
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS",0,0,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2009,HONDA,ACCORD,GRAY,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 35 MPH ZONE",38.98578,-77.143558,No,No,No,No,No,No,No,No,No,No,MD,"03 - Station Wagon",2012,CADILAC,CTS4/SW,WHITE,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"Q - Marked Laser",Citation
"5th District, Germantown","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.174916,-77.238052,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1998,HONDA,2S,SILVER,"Transportation Article",False,ASIAN,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED PROPERTY DAMAGE ACCIDENT",38.998528,-77.012593,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1994,TOYOTA,TACOMA,BLUE,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","UNSAFE LANE CHANGING",39.114878,-77.191443,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,FORD,TK,WHITE,"Transportation Article",False,WHITE,M,DUNKIRK,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.04494,-76.985195,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,HONDA,CIVIC,BLUE,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,XX,"A - Marked Patrol",Citation
"1st District, Rockville","DRIVING VEHICLE IN HOV LANE WHEN NOT AUTHORIZED BY TRAFFIC CONTROL DEVICE",39.035312,-77.143962,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYT,4S,GRAY,"Transportation Article",False,BLACK,F,WASHINGTON,DC,DC,"A - Marked Patrol",Citation
"3rd District, Silver Spring","LEFT TURN FROM IMPROPER ROAD POSITION",39.019983,-77.012642,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,NISS,4S,SILVER,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVER CHANGING LANES WHEN UNSAFE",39.013843,-77.016753,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,TOYOTA,PRIUS,GREEN,"Transportation Article",False,OTHER,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING MAXIMUM SPEED: 69 MPH IN A POSTED 40 MPH ZONE",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,TOYT,4S,RED,"Transportation Article",False,HISPANIC,M,"NORTH POTOMAC",MD,MD,"Q - Marked Laser",Citation
"3rd District, Silver Spring","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",38.996078,-77.02771,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,TOYOTA,"CAMRY 4S",BLACK,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"O - Foot Patrol",Citation
"2nd District, Bethesda","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 35 MPH ZONE",38.989438,-77.149444,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2001,HONDA,4S,BLUE,"Transportation Article",False,WHITE,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Citation
"4th District, Wheaton","FAILURE MOTOR VEH. DRIVER TO FURNISH WRITTEN I.D. INFO. IN,ON UNATTENDED DAMAGED VEH.",39.091327,-77.079338,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2016,CHEVY,CRUZ,BLACK,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","WEIGHT VIOLATIONS ON HIGHWAYS AND INTERSTATES EXCEEDING ALLOWABLE WEIGHT OF 7000LBS BY 63000LBS",39.008325,-77.049165,No,No,No,No,No,Yes,No,No,No,No,VA,"06 - Heavy Duty Truck",1997,"PETER BUILT",TRUCK,BLACK,"Transportation Article",False,BLACK,M,WALDORF,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",38.994668,-76.99282,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2009,HONDA,ACORD,GREEN,"Transportation Article",False,WHITE,F,STERLING,VA,VA,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",39.161025,-77.222158,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,LEXUS,4S,BLACK,"Transportation Article",False,ASIAN,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Citation
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.981923,-77.099733,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1994,ACURA,4S,TAN,"Transportation Article",False,BLACK,M,BETHESDA,MD,MD,"L - Motorcycle",Citation
"5th District, Germantown","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.167367,-77.281212,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HONDA,ACCORD,GOLD,"Transportation Article",False,HISPANIC,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Citation
"2nd District, Bethesda","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106",39.029231,-77.116553,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,ACURA,3.5RL,BLACK,"Transportation Article",False,BLACK,M,LANHAM,MD,MD,"S - License Plate Recognition",Citation
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.021205,-77.014998,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2000,TOYOTA,COROLLA,RED,"Transportation Article",False,OTHER,M,SPRINGFIELD,VA,VA,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVING IN LEFT TURN LANE LONGER DISTANCE THAN NECESSARY",39.298958,-77.199443,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,SUBARU,IMPREZA,"BLUE, DARK","Transportation Article",False,WHITE,F,"MOUNT AIRY",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING WHILE IMPAIRED BY ALCOHOL",39.058298,-77.047998,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2004,CHEVY,"E2500 VAN",WHITE,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","DRIVER CHANGING LANES WHEN UNSAFE",39.15061,-77.21426,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2015,CHEV,COLORADO,WHITE,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.062055,-76.95985,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",1997,BMW,3,BLACK,"Transportation Article",False,HISPANIC,M,MANASSAS,MD,VA,"A - Marked Patrol",Citation
"3rd District, Silver Spring","STOPPING VEH. WHERE PROHIBITED BY OFFICIAL SIGN",39.008116,-76.984304,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2001,FORD,E250,WHITE,"Transportation Article",False,HISPANIC,M,HOLLYWOOD,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","EXCEEDING MAXIMUM SPEED: 58 MPH IN A POSTED 40 MPH ZONE",39.178893,-77.240763,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,TOYT,2D,BLACK,"Transportation Article",False,BLACK,M,HYATTSVILLE,MD,MD,"Q - Marked Laser",Citation
"4th District, Wheaton","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.069427,-77.162087,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,CHEV,COLBALT,WHITE,"Transportation Article",False,BLACK,M,GRASONVILLE,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.025547,-77.046182,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,FORD,ESCAPE,RED,"Transportation Article",False,HISPANIC,M,ROCKVILLE,MD,DC,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVER CHANGING LANES WHEN UNSAFE",39.058468,-77.04795,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2022,LEXUS,GX,WHITE,"Transportation Article",False,WHITE,M,BROOKEVILLE,MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY",39.002235,-77.11397,No,No,No,No,No,No,No,No,No,No,MD,"01 - Motorcycle",2005,SUZUKI,"MOTOR CYCLE",WHITE,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.154607,-77.192297,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,JEEP,TK,GRAY,"Transportation Article",False,BLACK,M,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.053025,-77.05097,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,NISSAN,ALTIMA,BLACK,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106,",39.289817,-77.204152,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2009,CHEV,TK,SILVER,"Transportation Article",False,WHITE,M,FREDERICK,MD,MD,"S - License Plate Recognition",Citation
"4th District, Wheaton","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",0,0,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2021,FORD,EXPEDITION,WHITE,"Transportation Article",False,HISPANIC,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.176046,-77.268858,No,No,No,No,No,No,No,No,No,No,PA,"02 - Automobile",2000,TOYOTA,RAV4,WHITE,"Transportation Article",False,WHITE,F,GERMANTOWN,MD,VA,"A - Marked Patrol",Citation
"3rd District, Silver Spring","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE",39.030372,-77.00496,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,NISSAN,MAXIMA,SILVER,"Transportation Article",False,BLACK,F,"TAKOMA PARK",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","OPERATOR NOT RESTRAINED BY SEATBELT",39.007084,-77.076362,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1995,HONDA,ACCORD,BLACK,"Transportation Article",False,BLACK,M,LAUREL,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVER FAILURE TO STOP AT STOP SIGN LINE",39.03988,-77.052353,No,No,No,No,No,No,No,No,No,Yes,VA,"02 - Automobile",2007,CHEVY,TAHOE,BLACK,"Transportation Article",False,WHITE,M,"CAPITAL HEIGHTS",MD,XX,"A - Marked Patrol",Citation
"4th District, Wheaton","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.15128,-77.06162,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,TOYT,SIENNA,SILVER,"Transportation Article",False,BLACK,M,OLNEY,MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.146147,-77.225305,Yes,Yes,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2013,MAZDA,MAZDA5,GRAY,"Transportation Article",True,HISPANIC,F,"SILVER SPRING",MD,MD,"B - Unmarked Patrol",Citation
"3rd District, Silver Spring","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR",38.988905,-77.029187,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1999,TOYT,4RUNNER,GREEN,"Transportation Article",False,HISPANIC,F,BOWIE,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","KNOWINGLY DRIVING UNINSURED VEHICLE",39.06791,-77.161569,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",1997,HONDA,CIVIC,BLACK,"Transportation Article",False,HISPANIC,M,BELTSVILLE,MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE",39.190538,-77.192863,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,HYUNDAI,"4S ACCENT",RED,"Transportation Article",False,WHITE,F,CLARKSBURG,MD,MD,"Q - Marked Laser",Citation
"1st District, Rockville","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 45 MPH IN A POSTED 30 MPH ZONE",39.105625,-77.284427,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,TOYOT,4DR,WHITE,"Transportation Article",False,HISPANIC,F,GAITHERSBURG,MD,MD,"G - Marked Moving Radar (Stationary)",Citation
"3rd District, Silver Spring","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.082809,-76.946598,No,No,No,No,No,Yes,No,No,No,Yes,MD,"02 - Automobile",1999,BUICK,LESABRE,GREEN,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,FORD,FOCUS,BLUE,"Transportation Article",False,HISPANIC,M,BALTIMORE,MD,MD,"B - Unmarked Patrol",Citation
"4th District, Wheaton","FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEH. OF DAMAGE",39.078292,-77.080173,Yes,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2012,HONDA,CMAX,BLUE,"Transportation Article",True,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","EXCEEDING MAXIMUM SPEED: 55 MPH IN A POSTED 35 MPH ZONE",39.025997,-77.04634,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,HONDA,ACCORD,SILVER,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE",39.039677,-77.051278,No,No,No,No,No,No,No,No,No,No,DE,"02 - Automobile",1999,MERCEDES,BENZ,BLACK,"Transportation Article",False,BLACK,F,BRANDYWINE,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL",39.046952,-76.999628,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2010,NISSAN,ALTIMA,WHITE,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.06344,-77.116205,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2011,BMW,328I,SILVER,"Transportation Article",False,OTHER,M,WHEATON,MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",39.105193,-77.19051,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2011,HONDA,CRV,"BLUE, DARK","Transportation Article",False,WHITE,F,ROUNDHILL,VA,VA,"A - Marked Patrol",Citation
"4th District, Wheaton","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.077983,-77.070108,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2003,MITSUBISHI,ECLIPSE,SILVER,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 75 MPH IN A POSTED 55 MPH ZONE",39.114537,-77.234242,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,TOYOTA,TK,GRAY,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY",39.260957,-77.308395,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",2011,ACURA,MDX,BLACK,"Transportation Article",False,BLACK,M,WASHINGTON,DC,DC,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DISPLAY SUSPENDED LIC.",39.03847,-76.990222,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1996,MERZ,S500,WHITE,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR",39.059928,-77.046342,No,Yes,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYT,4S,GRAY,"Transportation Article",False,WHITE,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.",39.184591,-77.263101,Yes,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,HOND,TK,SILVER,"Transportation Article",True,WHITE,M,DAMASCUS,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.121142,-76.990133,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2001,CHEVROLET,SUBURBAN,BEIGE,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"S - License Plate Recognition",Citation
"3rd District, Silver Spring","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.005618,-77.012328,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2012,HYUNDAI,SONATA,BLUE,"Transportation Article",False,BLACK,M,LAUREL,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL",39.058416,-77.048054,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,HOND,4S,RED,"Transportation Article",False,HISPANIC,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 65 MPH IN A POSTED 40 MPH ZONE",39.22708,-77.236695,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2009,TOYOTA,TACOMA,GREEN,"Transportation Article",False,WHITE,M,DAMASCUS,MD,MD,"Q - Marked Laser",Citation
"4th District, Wheaton","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.090363,-77.044753,No,No,No,No,No,No,No,No,No,No,WV,"02 - Automobile",2003,HONDA,ODYSSEY,GOLD,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","DRIVING VEHICLE IN HOV LANE WHEN NOT AUTHORIZED BY TRAFFIC CONTROL DEVICE",39.03524,-77.143913,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",2006,DODGE,4D,SILVER,"Transportation Article",False,BLACK,M,WASHINGTON,DC,DC,"A - Marked Patrol",Citation
"4th District, Wheaton","EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,HOND,SU,TAN,"Transportation Article",False,WHITE,M,FINKSBURG,MD,MD,"O - Foot Patrol",Citation
"1st District, Rockville","OPER. MOTOR VEH. WITH OPERATOR NOT RESTRAINED BY SEAT BELT",39.067583,-77.129292,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,TOYT,SU,SILVER,"Transportation Article",False,ASIAN,M,ROCKVILLE,MD,MD,"B - Unmarked Patrol",Citation
"1st District, Rockville","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.121365,-77.176057,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2021,CHEV,SILVERADO,SILVER,"Transportation Article",False,HISPANIC,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEH.OF DAMAGE",39.14982,-77.271833,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,JEEP,TK,RED,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED VEH. DAMAGE ACCIDENT",39.006047,-77.113077,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYOTA,COROLLA,SILVER,"Transportation Article",False,OTHER,M,BETHESDA,MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION",39.066433,-77.114852,Yes,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,DODG,4S,SILVER,"Transportation Article",True,BLACK,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.142675,-77.222708,No,No,No,No,No,No,No,No,No,No,OH,"02 - Automobile",2016,DODGE,CHALLENGER,BLACK,"Transportation Article",False,BLACK,M,ELKRIDGE,MD,MD,"Q - Marked Laser",Citation
"3rd District, Silver Spring","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.000712,-76.995602,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2011,HOND,CIVIC,GRAY,"Transportation Article",False,HISPANIC,M,ADELPHI,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.99648,-77.02776,No,No,No,No,No,No,No,No,No,No,MD,"03 - Station Wagon",2000,NISSAN,QUEST,SILVER,"Transportation Article",False,BLACK,M,AQUASCO,MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 63 MPH IN A POSTED 35 MPH ZONE",39.128087,-77.160972,No,Yes,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYT,4S,BLACK,"Transportation Article",False,OTHER,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Citation
"5th District, Germantown","HOLDER OF LEARNERS PERMIT DRIVING W/O REQ. SUPERVISION",39.174622,-77.25255,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,LEXS,4S,SILVER,"Transportation Article",False,BLACK,M,CLARKSBURG,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 35 MPH ZONE",39.189802,-77.27314,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,SUZU,SUV,WHITE,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.079525,-77.07912,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,FIAT,2D,SILVER,"Transportation Article",False,OTHER,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH",39.090285,-77.128315,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,GMC,ACADIA,BLUE,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Citation
